RepaymentID,LoanID,CustomerID,AccountID,BranchID,DateKey,ScheduledPaymentDate,ActualPaymentDate,ExpectedAmount,AmountPaid,PaymentStatus,PaymentBehaviour,ConsecutiveMissedPayments,DaysPastDue,OutstandingPrincipal
443,75,100001073,1668,4,20250613,2025-06-13,2025-06-13,842394.5,842394.5,Paid,Good Payer,0,0,16698610.8
444,75,100001073,1668,4,20250713,2025-07-13,2025-07-13,842394.5,842394.5,Paid,Good Payer,0,0,15856216.3
445,75,100001073,1668,4,20250813,2025-08-13,2025-08-13,842394.5,842394.5,Paid,Good Payer,0,0,15013821.8
446,75,100001073,1668,4,20250913,2025-09-13,2025-09-13,842394.5,842394.5,Paid,Good Payer,0,0,14171427.3
447,75,100001073,1668,4,20251013,2025-10-13,2025-10-13,842394.5,842394.5,Paid,Good Payer,0,0,13329032.8
448,75,100001073,1668,4,20251113,2025-11-13,2025-11-13,842394.5,842394.5,Paid,Good Payer,0,0,12486638.3
449,75,100001073,1668,4,20251213,2025-12-13,2025-12-13,842394.5,842394.5,Paid,Good Payer,0,0,11644243.8
450,75,100001073,1668,4,20260113,2026-01-13,2026-01-13,842394.5,842394.5,Paid,Good Payer,0,0,10801849.3
451,75,100001073,1668,4,20260213,2026-02-13,2026-02-13,842394.5,842394.5,Paid,Good Payer,0,0,9959454.8
452,75,100001073,1668,4,20260313,2026-03-13,2026-03-13,842394.5,842394.5,Paid,Good Payer,0,0,9117060.3
453,75,100001073,1668,4,20260413,2026-04-13,2026-04-13,842394.5,842394.5,Paid,Good Payer,0,0,8274665.800000001
454,75,100001073,1668,4,20260513,2026-05-13,2026-05-13,842394.5,842394.5,Paid,Good Payer,0,0,7432271.300000001
455,75,100001073,1668,4,20260613,2026-06-13,2026-06-13,842394.5,842394.5,Paid,Good Payer,0,0,6589876.800000001
456,79,100001132,1753,59,20260110,2026-01-10,2026-01-10,615884.41,615884.41,Paid,Average Payer,0,0,15104283.32
457,79,100001132,1753,59,20260210,2026-02-10,2026-02-10,615884.41,615884.41,Paid,Average Payer,0,0,14488398.91
458,79,100001132,1753,59,20260310,2026-03-10,2026-03-22,615884.41,615884.41,Late,Average Payer,0,12,13872514.5
459,79,100001132,1753,59,20260410,2026-04-10,2026-04-10,615884.41,615884.41,Paid,Average Payer,0,0,13256630.09
460,79,100001132,1753,59,20260510,2026-05-10,2026-05-10,615884.41,615884.41,Paid,Average Payer,0,0,12640745.68
461,79,100001132,1753,59,20260610,2026-06-10,2026-06-10,615884.41,615884.41,Paid,Average Payer,0,0,12024861.27
462,80,100001153,1787,94,20260506,2026-05-06,2026-05-06,296963.73,296963.73,Paid,Good Payer,0,0,2930248.21
463,80,100001153,1787,94,20260606,2026-06-06,2026-06-06,296963.73,296963.73,Paid,Good Payer,0,0,2633284.48
464,81,100001177,1823,109,20250930,2025-09-30,2025-09-30,163398.55,163398.55,Paid,Good Payer,0,0,2280028.49
465,81,100001177,1823,109,20251030,2025-10-30,2025-10-30,163398.55,163398.55,Paid,Good Payer,0,0,2116629.9400000004
466,81,100001177,1823,109,20251130,2025-11-30,2025-11-30,163398.55,163398.55,Paid,Good Payer,0,0,1953231.3900000004
467,81,100001177,1823,109,20251230,2025-12-30,2025-12-30,163398.55,163398.55,Paid,Good Payer,0,0,1789832.8400000003
468,81,100001177,1823,109,20260130,2026-01-30,2026-01-30,163398.55,163398.55,Paid,Good Payer,0,0,1626434.2900000003
469,81,100001177,1823,109,20260228,2026-02-28,2026-02-28,163398.55,163398.55,Paid,Good Payer,0,0,1463035.7400000002
470,81,100001177,1823,109,20260328,2026-03-28,2026-03-28,163398.55,163398.55,Paid,Good Payer,0,0,1299637.1900000002
471,81,100001177,1823,109,20260428,2026-04-28,2026-04-28,163398.55,163398.55,Paid,Good Payer,0,0,1136238.6400000001
472,81,100001177,1823,109,20260528,2026-05-28,2026-05-28,163398.55,163398.55,Paid,Good Payer,0,0,972840.0900000001
473,81,100001177,1823,109,20260628,2026-06-28,2026-06-28,163398.55,163398.55,Paid,Good Payer,0,0,809441.54
474,82,100001195,1850,5,20231216,2023-12-16,2023-12-16,65601741.0,65601741.0,Paid,Good Payer,0,0,1619599551.35
475,82,100001195,1850,5,20240116,2024-01-16,2024-01-16,65601741.0,65601741.0,Paid,Good Payer,0,0,1553997810.35
476,82,100001195,1850,5,20240216,2024-02-16,2024-02-16,65601741.0,65601741.0,Paid,Good Payer,0,0,1488396069.35
477,82,100001195,1850,5,20240316,2024-03-16,2024-03-16,65601741.0,65601741.0,Paid,Good Payer,0,0,1422794328.35
478,82,100001195,1850,5,20240416,2024-04-16,2024-04-16,65601741.0,65601741.0,Paid,Good Payer,0,0,1357192587.35
479,82,100001195,1850,5,20240516,2024-05-16,2024-05-16,65601741.0,65601741.0,Paid,Good Payer,0,0,1291590846.35
480,82,100001195,1850,5,20240616,2024-06-16,2024-06-16,65601741.0,65601741.0,Paid,Good Payer,0,0,1225989105.35
481,82,100001195,1850,5,20240716,2024-07-16,2024-07-16,65601741.0,65601741.0,Paid,Good Payer,0,0,1160387364.35
482,82,100001195,1850,5,20240816,2024-08-16,2024-08-16,65601741.0,65601741.0,Paid,Good Payer,0,0,1094785623.35
483,82,100001195,1850,5,20240916,2024-09-16,2024-09-16,65601741.0,65601741.0,Paid,Good Payer,0,0,1029183882.3499999
484,82,100001195,1850,5,20241016,2024-10-16,2024-10-16,65601741.0,65601741.0,Paid,Good Payer,0,0,963582141.3499999
485,82,100001195,1850,5,20241116,2024-11-16,2024-11-16,65601741.0,65601741.0,Paid,Good Payer,0,0,897980400.3499999
486,82,100001195,1850,5,20241216,2024-12-16,2024-12-16,65601741.0,65601741.0,Paid,Good Payer,0,0,832378659.3499999
487,82,100001195,1850,5,20250116,2025-01-16,2025-01-16,65601741.0,65601741.0,Paid,Good Payer,0,0,766776918.3499999
488,82,100001195,1850,5,20250216,2025-02-16,2025-02-16,65601741.0,65601741.0,Paid,Good Payer,0,0,701175177.3499999
489,82,100001195,1850,5,20250316,2025-03-16,2025-03-16,65601741.0,65601741.0,Paid,Good Payer,0,0,635573436.3499999
490,82,100001195,1850,5,20250416,2025-04-16,2025-04-16,65601741.0,65601741.0,Paid,Good Payer,0,0,569971695.3499999
491,82,100001195,1850,5,20250516,2025-05-16,2025-05-16,65601741.0,65601741.0,Paid,Good Payer,0,0,504369954.3499999
492,82,100001195,1850,5,20250616,2025-06-16,2025-06-16,65601741.0,65601741.0,Paid,Good Payer,0,0,438768213.3499999
493,82,100001195,1850,5,20250716,2025-07-16,2025-07-16,65601741.0,65601741.0,Paid,Good Payer,0,0,373166472.3499999
494,82,100001195,1850,5,20250816,2025-08-16,2025-08-16,65601741.0,65601741.0,Paid,Good Payer,0,0,307564731.3499999
495,82,100001195,1850,5,20250916,2025-09-16,2025-09-16,65601741.0,65601741.0,Paid,Good Payer,0,0,241962990.3499999
496,82,100001195,1850,5,20251016,2025-10-16,2025-10-16,65601741.0,65601741.0,Paid,Good Payer,0,0,176361249.3499999
497,82,100001195,1850,5,20251116,2025-11-16,2025-11-16,65601741.0,65601741.0,Paid,Good Payer,0,0,110759508.3499999
498,82,100001195,1850,5,20251216,2025-12-16,2025-12-16,65601741.0,65601741.0,Paid,Good Payer,0,0,45157767.349999905
499,82,100001195,1850,5,20260116,2026-01-16,2026-01-16,65601741.0,45157767.349999905,Paid,Good Payer,0,0,0.0
500,84,100001240,1914,19,20250107,2025-01-07,2025-01-07,141655.79,141655.79,Paid,Average Payer,0,0,2749259.63
501,84,100001240,1914,19,20250207,2025-02-07,2025-02-07,141655.79,141655.79,Paid,Average Payer,0,0,2607603.84
502,84,100001240,1914,19,20250307,2025-03-07,2025-03-07,141655.79,141655.79,Paid,Average Payer,0,0,2465948.05
503,84,100001240,1914,19,20250407,2025-04-07,2025-04-07,141655.79,141655.79,Paid,Average Payer,0,0,2324292.26
504,84,100001240,1914,19,20250507,2025-05-07,2025-05-07,141655.79,141655.79,Paid,Average Payer,0,0,2182636.4699999997
505,84,100001240,1914,19,20250607,2025-06-07,2025-06-07,141655.79,141655.79,Paid,Average Payer,0,0,2040980.6799999997
506,84,100001240,1914,19,20250707,2025-07-07,2025-07-07,141655.79,141655.79,Paid,Average Payer,0,0,1899324.8899999997
507,84,100001240,1914,19,20250807,2025-08-07,2025-08-07,141655.79,141655.79,Paid,Average Payer,0,0,1757669.0999999996
508,84,100001240,1914,19,20250907,2025-09-07,2025-09-08,141655.79,141655.79,Late,Average Payer,0,1,1616013.3099999996
509,84,100001240,1914,19,20251007,2025-10-07,2025-10-07,141655.79,63479.02,Partial,Average Payer,0,0,1552534.2899999996
510,84,100001240,1914,19,20251107,2025-11-07,2025-11-07,141655.79,141655.79,Paid,Average Payer,0,0,1410878.4999999995
511,84,100001240,1914,19,20251207,2025-12-07,2025-12-10,141655.79,141655.79,Late,Average Payer,0,3,1269222.7099999995
512,84,100001240,1914,19,20260107,2026-01-07,2026-01-07,141655.79,141655.79,Paid,Average Payer,0,0,1127566.9199999995
513,84,100001240,1914,19,20260207,2026-02-07,2026-02-07,141655.79,141655.79,Paid,Average Payer,0,0,985911.1299999994
514,84,100001240,1914,19,20260307,2026-03-07,2026-03-07,141655.79,141655.79,Paid,Average Payer,0,0,844255.3399999994
515,84,100001240,1914,19,20260407,2026-04-07,2026-04-07,141655.79,141655.79,Paid,Average Payer,0,0,702599.5499999993
516,84,100001240,1914,19,20260507,2026-05-07,2026-05-07,141655.79,141655.79,Paid,Average Payer,0,0,560943.7599999993
517,84,100001240,1914,19,20260607,2026-06-07,2026-06-07,141655.79,141655.79,Paid,Average Payer,0,0,419287.9699999993
518,86,100001280,1972,60,20260215,2026-02-15,2026-02-15,355281.35,355281.35,Paid,Good Payer,0,0,9129325.67
519,86,100001280,1972,60,20260315,2026-03-15,2026-03-15,355281.35,355281.35,Paid,Good Payer,0,0,8774044.32
520,86,100001280,1972,60,20260415,2026-04-15,2026-04-15,355281.35,355281.35,Paid,Good Payer,0,0,8418762.97
521,86,100001280,1972,60,20260515,2026-05-15,2026-05-15,355281.35,355281.35,Paid,Good Payer,0,0,8063481.620000001
522,86,100001280,1972,60,20260615,2026-06-15,2026-06-15,355281.35,355281.35,Paid,Good Payer,0,0,7708200.270000001
523,87,100001310,2015,116,20260505,2026-05-05,2026-05-05,235721.08,235721.08,Paid,Good Payer,0,0,1796326.66
524,87,100001310,2015,116,20260605,2026-06-05,2026-06-05,235721.08,235721.08,Paid,Good Payer,0,0,1560605.5799999998
525,88,100001313,2021,67,20250919,2025-09-19,2025-09-19,178397.7,178397.7,Paid,Good Payer,0,0,3698347.3299999996
526,88,100001313,2021,67,20251019,2025-10-19,2025-10-19,178397.7,178397.7,Paid,Good Payer,0,0,3519949.6299999994
527,88,100001313,2021,67,20251119,2025-11-19,2025-11-19,178397.7,178397.7,Paid,Good Payer,0,0,3341551.9299999992
528,88,100001313,2021,67,20251219,2025-12-19,2025-12-19,178397.7,178397.7,Paid,Good Payer,0,0,3163154.229999999
529,88,100001313,2021,67,20260119,2026-01-19,2026-01-19,178397.7,178397.7,Paid,Good Payer,0,0,2984756.529999999
530,88,100001313,2021,67,20260219,2026-02-19,2026-02-19,178397.7,178397.7,Paid,Good Payer,0,0,2806358.8299999987
531,88,100001313,2021,67,20260319,2026-03-19,2026-03-19,178397.7,178397.7,Paid,Good Payer,0,0,2627961.1299999985
532,88,100001313,2021,67,20260419,2026-04-19,2026-04-19,178397.7,178397.7,Paid,Good Payer,0,0,2449563.4299999983
533,88,100001313,2021,67,20260519,2026-05-19,2026-05-19,178397.7,178397.7,Paid,Good Payer,0,0,2271165.729999998
534,88,100001313,2021,67,20260619,2026-06-19,2026-06-19,178397.7,178397.7,Paid,Good Payer,0,0,2092768.0299999982
535,90,100001321,2035,26,20250316,2025-03-16,,919676.45,0.0,Missed,Good Payer,1,24,25732814.56
536,90,100001321,2035,26,20250416,2025-04-16,2025-04-16,919676.45,919676.45,Paid,Good Payer,0,0,24813138.11
537,90,100001321,2035,26,20250516,2025-05-16,2025-05-16,919676.45,919676.45,Paid,Good Payer,0,0,23893461.66
538,90,100001321,2035,26,20250616,2025-06-16,2025-06-16,919676.45,919676.45,Paid,Good Payer,0,0,22973785.21
539,90,100001321,2035,26,20250716,2025-07-16,2025-07-16,919676.45,919676.45,Paid,Good Payer,0,0,22054108.76
540,90,100001321,2035,26,20250816,2025-08-16,2025-08-16,919676.45,919676.45,Paid,Good Payer,0,0,21134432.310000002
541,90,100001321,2035,26,20250916,2025-09-16,2025-09-16,919676.45,919676.45,Paid,Good Payer,0,0,20214755.860000003
542,90,100001321,2035,26,20251016,2025-10-16,2025-10-16,919676.45,919676.45,Paid,Good Payer,0,0,19295079.410000004
543,90,100001321,2035,26,20251116,2025-11-16,2025-11-16,919676.45,919676.45,Paid,Good Payer,0,0,18375402.960000005
544,90,100001321,2035,26,20251216,2025-12-16,2025-12-16,919676.45,919676.45,Paid,Good Payer,0,0,17455726.510000005
545,90,100001321,2035,26,20260116,2026-01-16,2026-01-16,919676.45,919676.45,Paid,Good Payer,0,0,16536050.060000006
546,90,100001321,2035,26,20260216,2026-02-16,2026-02-16,919676.45,919676.45,Paid,Good Payer,0,0,15616373.610000007
547,90,100001321,2035,26,20260316,2026-03-16,2026-03-16,919676.45,919676.45,Paid,Good Payer,0,0,14696697.160000008
548,90,100001321,2035,26,20260416,2026-04-16,2026-04-16,919676.45,919676.45,Paid,Average Payer,0,0,13777020.710000008
549,90,100001321,2035,26,20260516,2026-05-16,2026-05-16,919676.45,919676.45,Paid,Average Payer,0,0,12857344.26000001
550,90,100001321,2035,26,20260616,2026-06-16,2026-06-16,919676.45,919676.45,Paid,Average Payer,0,0,11937667.81000001
551,91,100001332,2051,98,20241027,2024-10-27,2024-10-27,851903.5,851903.5,Paid,Good Payer,0,0,32064090.71
552,91,100001332,2051,98,20241127,2024-11-27,2024-11-27,851903.5,851903.5,Paid,Good Payer,0,0,31212187.21
553,91,100001332,2051,98,20241227,2024-12-27,2024-12-27,851903.5,851903.5,Paid,Good Payer,0,0,30360283.71
554,91,100001332,2051,98,20250127,2025-01-27,2025-01-27,851903.5,851903.5,Paid,Good Payer,0,0,29508380.21
555,91,100001332,2051,98,20250227,2025-02-27,2025-02-27,851903.5,851903.5,Paid,Good Payer,0,0,28656476.71
556,91,100001332,2051,98,20250327,2025-03-27,2025-03-27,851903.5,851903.5,Paid,Good Payer,0,0,27804573.21
557,91,100001332,2051,98,20250427,2025-04-27,2025-04-27,851903.5,851903.5,Paid,Good Payer,0,0,26952669.71
558,91,100001332,2051,98,20250527,2025-05-27,2025-05-27,851903.5,851903.5,Paid,Good Payer,0,0,26100766.21
559,91,100001332,2051,98,20250627,2025-06-27,2025-06-27,851903.5,851903.5,Paid,Good Payer,0,0,25248862.71
560,91,100001332,2051,98,20250727,2025-07-27,2025-07-27,851903.5,851903.5,Paid,Good Payer,0,0,24396959.21
561,91,100001332,2051,98,20250827,2025-08-27,2025-08-27,851903.5,851903.5,Paid,Good Payer,0,0,23545055.71
562,91,100001332,2051,98,20250927,2025-09-27,2025-09-27,851903.5,851903.5,Paid,Good Payer,0,0,22693152.21
563,91,100001332,2051,98,20251027,2025-10-27,2025-10-27,851903.5,851903.5,Paid,Good Payer,0,0,21841248.71
564,91,100001332,2051,98,20251127,2025-11-27,2025-11-27,851903.5,851903.5,Paid,Good Payer,0,0,20989345.21
565,91,100001332,2051,98,20251227,2025-12-27,2025-12-27,851903.5,851903.5,Paid,Good Payer,0,0,20137441.71
566,91,100001332,2051,98,20260127,2026-01-27,2026-01-27,851903.5,851903.5,Paid,Good Payer,0,0,19285538.21
567,91,100001332,2051,98,20260227,2026-02-27,2026-02-27,851903.5,851903.5,Paid,Good Payer,0,0,18433634.71
568,91,100001332,2051,98,20260327,2026-03-27,2026-03-27,851903.5,851903.5,Paid,Good Payer,0,0,17581731.21
569,91,100001332,2051,98,20260427,2026-04-27,2026-04-27,851903.5,851903.5,Paid,Good Payer,0,0,16729827.71
570,91,100001332,2051,98,20260527,2026-05-27,2026-05-27,851903.5,851903.5,Paid,Good Payer,0,0,15877924.21
571,91,100001332,2051,98,20260627,2026-06-27,2026-06-27,851903.5,851903.5,Paid,Good Payer,0,0,15026020.71
572,96,100001429,2191,84,20260131,2026-01-31,2026-01-31,235970.25,235970.25,Paid,Good Payer,0,0,2483541.72
573,96,100001429,2191,84,20260228,2026-02-28,2026-02-28,235970.25,235970.25,Paid,Good Payer,0,0,2247571.47
574,96,100001429,2191,84,20260328,2026-03-28,2026-03-28,235970.25,235970.25,Paid,Good Payer,0,0,2011601.2200000002
575,96,100001429,2191,84,20260428,2026-04-28,2026-04-28,235970.25,235970.25,Paid,Good Payer,0,0,1775630.9700000002
576,96,100001429,2191,84,20260528,2026-05-28,2026-05-28,235970.25,235970.25,Paid,Good Payer,0,0,1539660.7200000002
577,96,100001429,2191,84,20260628,2026-06-28,2026-06-28,235970.25,235970.25,Paid,Good Payer,0,0,1303690.4700000002
578,97,100001448,2220,121,20260610,2026-06-10,2026-06-10,526452.67,366079.61,Paid,Good Payer,0,0,0.0
579,98,100001450,2222,92,20250627,2025-06-27,2025-06-27,330106.21,330106.21,Paid,Good Payer,0,0,8806473.319999998
580,98,100001450,2222,92,20250727,2025-07-27,2025-07-27,330106.21,330106.21,Paid,Good Payer,0,0,8476367.109999998
581,98,100001450,2222,92,20250827,2025-08-27,2025-08-27,330106.21,330106.21,Paid,Good Payer,0,0,8146260.899999998
582,98,100001450,2222,92,20250927,2025-09-27,2025-09-27,330106.21,330106.21,Paid,Good Payer,0,0,7816154.689999998
583,98,100001450,2222,92,20251027,2025-10-27,2025-10-27,330106.21,330106.21,Paid,Good Payer,0,0,7486048.479999998
584,98,100001450,2222,92,20251127,2025-11-27,2025-11-27,330106.21,330106.21,Paid,Good Payer,0,0,7155942.269999998
585,98,100001450,2222,92,20251227,2025-12-27,2025-12-27,330106.21,330106.21,Paid,Good Payer,0,0,6825836.059999998
586,98,100001450,2222,92,20260127,2026-01-27,2026-01-27,330106.21,330106.21,Paid,Good Payer,0,0,6495729.849999998
587,98,100001450,2222,92,20260227,2026-02-27,2026-02-27,330106.21,330106.21,Paid,Good Payer,0,0,6165623.639999998
588,98,100001450,2222,92,20260327,2026-03-27,2026-03-27,330106.21,330106.21,Paid,Good Payer,0,0,5835517.429999998
589,98,100001450,2222,92,20260427,2026-04-27,2026-04-27,330106.21,330106.21,Paid,Good Payer,0,0,5505411.219999998
590,98,100001450,2222,92,20260527,2026-05-27,2026-05-27,330106.21,330106.21,Paid,Good Payer,0,0,5175305.009999998
591,98,100001450,2222,92,20260627,2026-06-27,2026-06-27,330106.21,330106.21,Paid,Good Payer,0,0,4845198.799999998
592,99,100001467,2248,146,20260427,2026-04-27,2026-04-27,63024.5,63024.5,Paid,Good Payer,0,0,634183.62
593,99,100001467,2248,146,20260527,2026-05-27,2026-05-27,63024.5,63024.5,Paid,Good Payer,0,0,571159.12
594,99,100001467,2248,146,20260627,2026-06-27,2026-06-27,63024.5,42105.11,Partial,Good Payer,0,0,529054.01
595,101,100001488,2276,94,20250910,2025-09-10,2025-09-20,55251.0,55251.0,Late,High Risk,0,10,265474.65
596,101,100001488,2276,94,20251010,2025-10-10,,55251.0,0.0,Missed,High Risk,1,47,265474.65
597,101,100001488,2276,94,20251110,2025-11-10,2025-11-22,55251.0,55251.0,Late,High Risk,0,12,210223.65000000002
598,101,100001488,2276,94,20251210,2025-12-10,,55251.0,0.0,Missed,High Risk,1,37,210223.65000000002
599,101,100001488,2276,94,20260110,2026-01-10,2026-01-10,55251.0,55251.0,Paid,High Risk,0,0,154972.65000000002
600,101,100001488,2276,94,20260210,2026-02-10,2026-02-19,55251.0,55251.0,Late,High Risk,0,9,99721.65000000002
601,101,100001488,2276,94,20260310,2026-03-10,,55251.0,0.0,Missed,High Risk,1,86,99721.65000000002
602,101,100001488,2276,94,20260410,2026-04-10,2026-04-10,55251.0,55251.0,Paid,High Risk,0,0,44470.65000000002
603,101,100001488,2276,94,20260510,2026-05-10,2026-05-10,55251.0,33563.47,Partial,High Risk,0,0,10907.180000000022
604,101,100001488,2276,94,20260610,2026-06-10,2026-06-10,55251.0,10907.180000000022,Paid,High Risk,0,0,0.0
605,104,100001559,2385,121,20251107,2025-11-07,2025-11-07,1103497.5,1103497.5,Paid,Good Payer,0,0,11632509.23
606,104,100001559,2385,121,20251207,2025-12-07,2025-12-07,1103497.5,1103497.5,Paid,Good Payer,0,0,10529011.73
607,104,100001559,2385,121,20260107,2026-01-07,2026-01-07,1103497.5,1103497.5,Paid,Good Payer,0,0,9425514.23
608,104,100001559,2385,121,20260207,2026-02-07,2026-02-07,1103497.5,1103497.5,Paid,Good Payer,0,0,8322016.73
609,104,100001559,2385,121,20260307,2026-03-07,2026-03-07,1103497.5,1103497.5,Paid,Good Payer,0,0,7218519.23
610,104,100001559,2385,121,20260407,2026-04-07,2026-04-20,1103497.5,1103497.5,Late,Good Payer,0,13,6115021.73
611,104,100001559,2385,121,20260507,2026-05-07,2026-05-07,1103497.5,1103497.5,Paid,Good Payer,0,0,5011524.23
612,104,100001559,2385,121,20260607,2026-06-07,2026-06-07,1103497.5,1103497.5,Paid,Good Payer,0,0,3908026.7300000004
613,105,100001583,2420,76,20250430,2025-04-30,2025-05-05,513342.87,513342.87,Late,Good Payer,0,5,14565425.21
614,105,100001583,2420,76,20250530,2025-05-30,2025-05-30,513342.87,513342.87,Paid,Good Payer,0,0,14052082.340000002
615,105,100001583,2420,76,20250630,2025-06-30,2025-06-30,513342.87,513342.87,Paid,Good Payer,0,0,13538739.470000003
616,105,100001583,2420,76,20250730,2025-07-30,2025-07-30,513342.87,513342.87,Paid,Good Payer,0,0,13025396.600000003
617,105,100001583,2420,76,20250830,2025-08-30,2025-08-30,513342.87,513342.87,Paid,Good Payer,0,0,12512053.730000004
618,105,100001583,2420,76,20250930,2025-09-30,2025-09-30,513342.87,513342.87,Paid,Good Payer,0,0,11998710.860000005
619,105,100001583,2420,76,20251030,2025-10-30,2025-10-30,513342.87,513342.87,Paid,Good Payer,0,0,11485367.990000006
620,105,100001583,2420,76,20251130,2025-11-30,2025-11-30,513342.87,513342.87,Paid,Good Payer,0,0,10972025.120000007
621,105,100001583,2420,76,20251230,2025-12-30,2025-12-30,513342.87,513342.87,Paid,Good Payer,0,0,10458682.250000007
622,105,100001583,2420,76,20260130,2026-01-30,2026-01-30,513342.87,513342.87,Paid,Good Payer,0,0,9945339.380000008
623,105,100001583,2420,76,20260228,2026-02-28,2026-02-28,513342.87,513342.87,Paid,Good Payer,0,0,9431996.51000001
624,105,100001583,2420,76,20260328,2026-03-28,2026-03-28,513342.87,513342.87,Paid,Good Payer,0,0,8918653.64000001
625,105,100001583,2420,76,20260428,2026-04-28,2026-04-28,513342.87,513342.87,Paid,Good Payer,0,0,8405310.77000001
626,105,100001583,2420,76,20260528,2026-05-28,2026-05-28,513342.87,513342.87,Paid,Good Payer,0,0,7891967.900000011
627,105,100001583,2420,76,20260628,2026-06-28,2026-06-28,513342.87,513342.87,Paid,Good Payer,0,0,7378625.0300000105
628,106,100001597,2442,29,20260601,2026-06-01,2026-06-01,50603.17,50603.17,Paid,Good Payer,0,0,140103.36
629,107,100001616,2469,89,20260415,2026-04-15,2026-04-15,1022075.91,1022075.91,Paid,Good Payer,0,0,44358865.57
630,107,100001616,2469,89,20260515,2026-05-15,2026-05-30,1022075.91,1022075.91,Late,Good Payer,0,15,43336789.660000004
631,107,100001616,2469,89,20260615,2026-06-15,2026-06-15,1022075.91,1022075.91,Paid,Good Payer,0,0,42314713.75000001
632,110,100001679,2570,18,20250709,2025-07-09,2025-07-09,620400.56,620400.56,Paid,Good Payer,0,0,12325183.129999999
633,110,100001679,2570,18,20250809,2025-08-09,2025-08-09,620400.56,620400.56,Paid,Good Payer,0,0,11704782.569999998
634,110,100001679,2570,18,20250909,2025-09-09,2025-09-09,620400.56,620400.56,Paid,Good Payer,0,0,11084382.009999998
635,110,100001679,2570,18,20251009,2025-10-09,2025-10-09,620400.56,620400.56,Paid,Good Payer,0,0,10463981.449999997
636,110,100001679,2570,18,20251109,2025-11-09,2025-11-09,620400.56,620400.56,Paid,Good Payer,0,0,9843580.889999997
637,110,100001679,2570,18,20251209,2025-12-09,2025-12-09,620400.56,620400.56,Paid,Good Payer,0,0,9223180.329999996
638,110,100001679,2570,18,20260109,2026-01-09,2026-01-09,620400.56,620400.56,Paid,Good Payer,0,0,8602779.769999996
639,110,100001679,2570,18,20260209,2026-02-09,2026-02-09,620400.56,620400.56,Paid,Good Payer,0,0,7982379.209999995
640,110,100001679,2570,18,20260309,2026-03-09,2026-03-09,620400.56,620400.56,Paid,Good Payer,0,0,7361978.649999995
641,110,100001679,2570,18,20260409,2026-04-09,2026-04-09,620400.56,620400.56,Paid,Good Payer,0,0,6741578.089999994
642,110,100001679,2570,18,20260509,2026-05-09,2026-05-09,620400.56,620400.56,Paid,Good Payer,0,0,6121177.529999994
643,110,100001679,2570,18,20260609,2026-06-09,,620400.56,0.0,Missed,Good Payer,1,21,6121177.529999994
644,111,100001681,2573,38,20260623,2026-06-23,2026-06-23,371229.6,371229.6,Paid,Good Payer,0,0,5085813.090000001
645,114,100001750,2685,14,20260630,2026-06-30,2026-06-30,309909.33,309909.33,Paid,Average Payer,0,0,2641049.42
646,115,100001754,2689,26,20260320,2026-03-20,2026-03-20,223260.73,223260.73,Paid,Good Payer,0,0,1940714.62
647,115,100001754,2689,26,20260420,2026-04-20,2026-04-20,223260.73,223260.73,Paid,Good Payer,0,0,1717453.8900000001
648,115,100001754,2689,26,20260520,2026-05-20,,223260.73,0.0,Missed,Good Payer,1,70,1717453.8900000001
649,115,100001754,2689,26,20260620,2026-06-20,2026-06-20,223260.73,223260.73,Paid,Good Payer,0,0,1494193.1600000001
650,117,100001780,2731,121,20260628,2026-06-28,2026-06-28,411373.0,411373.0,Paid,Good Payer,0,0,4358599.91
651,118,100001792,2750,102,20251109,2025-11-09,2025-11-23,300347.61,300347.61,Late,Good Payer,0,14,7553779.699999999
652,118,100001792,2750,102,20251209,2025-12-09,2025-12-09,300347.61,300347.61,Paid,Good Payer,0,0,7253432.089999999
653,118,100001792,2750,102,20260109,2026-01-09,2026-01-09,300347.61,300347.61,Paid,Good Payer,0,0,6953084.479999999
654,118,100001792,2750,102,20260209,2026-02-09,2026-02-09,300347.61,300347.61,Paid,Good Payer,0,0,6652736.869999998
655,118,100001792,2750,102,20260309,2026-03-09,2026-03-09,300347.61,300347.61,Paid,Good Payer,0,0,6352389.259999998
656,118,100001792,2750,102,20260409,2026-04-09,2026-04-09,300347.61,300347.61,Paid,Good Payer,0,0,6052041.649999998
657,118,100001792,2750,102,20260509,2026-05-09,2026-05-09,300347.61,300347.61,Paid,Good Payer,0,0,5751694.039999997
658,118,100001792,2750,102,20260609,2026-06-09,2026-06-09,300347.61,300347.61,Paid,Good Payer,0,0,5451346.429999997
659,119,100001816,2791,145,20260202,2026-02-02,2026-02-02,830650.12,830650.12,Paid,Good Payer,0,0,10030273.72
660,119,100001816,2791,145,20260302,2026-03-02,2026-03-02,830650.12,830650.12,Paid,Good Payer,0,0,9199623.600000001
661,119,100001816,2791,145,20260402,2026-04-02,2026-04-02,830650.12,830650.12,Paid,Good Payer,0,0,8368973.480000001
662,119,100001816,2791,145,20260502,2026-05-02,2026-05-02,830650.12,830650.12,Paid,Good Payer,0,0,7538323.360000001
663,119,100001816,2791,145,20260602,2026-06-02,2026-06-02,830650.12,830650.12,Paid,Good Payer,0,0,6707673.240000001
664,120,100001822,2800,12,20260318,2026-03-18,2026-03-18,998938.24,998938.24,Paid,Average Payer,0,0,4335869.29
